"id";"name";"abv";"breweryId";"beerstyleId"
"25488";"Caramel Porter";"6.0";"231185";"48"
"25491";"Otto II Van Gelre";"7.0";"67452";"414"
"25494";"Holevoort Tripel (2018)";"8.0";"349761";"45"
"25497";"Antenne Tripel Ginger Ale";"8.0";"10677";"45"
"25500";"Alte Hansa";"10.0";"92102";"465"
"25503";"Forest Dubbel";"7.0";"65019";"174"
"25506";"Ch'Ti Ambrée";"5.0";"1432";"691"
"25509";"Hemelrijk";"9.0";"80181";"45"
"25512";"Intense Liefde";"6.0";"23130";"66"
"25515";"Ch'Ti Triple";"8.0";"1432";"691"
"25518";"Eloy";"6.0";"143034";"105"
"25521";"Monaco 1905";"5.0";"1422";"192"
"25524";"PRUFUS";"6.0";"232919";"66"
"25527";"Lammegentje";"5.0";"431505";"264"
"25530";"Quadrupel";"9.0";"209300";"78"
"25533";"Origins Cascade";"6.0";"56903";"36"
"25536";"Schlösser Alt";"4.0";"4936";"90"
"25539";"Holevoort Tripel";"8.0";"349761";"45"
"25542";"Fürsten-Pils";"4.0";"42879";"300"
"25545";"Gouverneur Dubbelbock";"7.0";"2235";"423"
"25548";"Grand Cru Tripel";"9.0";"33955";"126"
"25551";"Château Akkerman";"6.0";"18058";"162"
"25554";"Krombacher's Fassbrause Holunder";"0.0";"1569";"114"
"25557";"Rosa";"5.0";"349761";"342"
"25560";"Blond";"6.0";"349761";"66"
"25563";"Pub Ale";"4.0";"148";"411"
"25566";"Mai Bock";"7.0";"19077";"288"
"25569";"Meibock";"7.0";"20631";"288"
"25572";"Deurne's Blond";"8.0";"7778";"72"
"25575";"Tripel";"8.0";"249610";"45"
"25578";"Meiklok";"7.0";"249610";"288"
"25581";"DAB Original";"5.0";"4129";"471"
"25584";"Beerze - The Bold (2017 batch, 75cl)";"10.0";"30255";"45"
"25587";"Lunatic Blonde";"6.0";"37851";"570"
"25590";"Sokk";"6.0";"94122";"162"
"25593";"God Particle";"9.0";"301549";"3"
"25596";"Ardenner Blond";"0.0";"249610";"570"
"25599";"Oerblond";"6.0";"1953";"66"
"25602";"Halve Maen";"6.0";"20031";"54"
"25605";"Zillertal Schwarzes";"5.0";"13865";"231"
"25608";"Zillertal Weißbier Dunkel";"5.0";"13865";"772"
"25611";"Bokbier";"6.0";"118486";"162"
"25614";"Zillertal Weißbier Hell";"5.0";"13865";"739"
"25617";"Speciale Vlo";"7.0";"261";"72"
"25620";"Zillertal Pils";"4.0";"13865";"300"
"25623";"Krachtig Kanon (2016)";"11.0";"4058";"682"
"25626";"Edelpils";"5.0";"3809";"300"
"25629";"Saense Bock (2015)";"7.0";"84600";"162"
"25632";"Wispe Bock (2019)";"7.0";"122950";"162"
"25635";"Amstel Gold";"7.0";"37";"66"
"25638";"Salitos Ice";"5.0";"9505";"267"
"25641";"Wiggle West Coast IPA";"5.0";"198934";"36"
"25644";"The Butterfly (2016)";"6.0";"17937";"162"
"25647";"Hoornse Hop Zomerbier";"6.0";"118486";"66"
"25650";"DIZZY IPA AMERIKANA";"6.0";"228967";"36"
"25653";"Ceci n'est pas une Saison";"6.0";"4831";"153"
"25656";"Amber";"9.0";"187615";"282"
"25659";"Flamingo I.P.A.";"6.0";"261";"105"
"25662";"Dark Hops";"8.0";"2888";"330"
"25665";"Triple Mad";"8.0";"65665";"45"
"25668";"Steam Brew German Red";"7.0";"1882";"384"
"25671";"Porter";"7.0";"9171";"87"
"25674";"Chimay Blanche (Cinq Cents) (2015)";"8.0";"378";"45"
"25677";"Steam Brew Imperial Stout";"7.0";"1882";"15"
"25680";"Kolleke Oude Jan";"7.0";"21135";"351"
"25683";"Gordon Xplosion Gin Spices";"11.0";"2313";"252"
"25686";"Tjuster";"7.0";"191748";"174"
"25689";"Bock (2018)";"7.0";"37";"162"
"25692";"Jenlain Blonde";"6.0";"190";"691"
"25695";"Panache";"4.0";"68394";"102"
"25698";"Pilaarbijter Bruin";"6.0";"4571";"165"
"25701";"Scelling 7";"7.0";"57020";"285"
"25704";"Ch'Ti Blonde";"6.0";"1432";"691"
"25707";"Kellegen Extra Forte";"8.0";"12531";"243"
"25710";"BrouwLab: Ouverture";"7.0";"42004";"567"
"25713";"Blikken & Blozen";"8.0";"3367";"153"
"25716";"Johnny";"5.0";"10733";"327"
"25719";"Ginger Beer";"0.0";"166770";"519"
"25722";"Mary";"9.0";"10733";"138"
"25725";"Reinaert Grand Cru";"9.0";"432";"165"
"25728";"La Blonde";"5.0";"1433";"66"
"25731";"Double Enghien Brune";"8.0";"179";"165"
"25734";"Fohrenburger Jubiläum";"5.0";"6029";"471"
"25737";"Steenbrugge Abdij Bock (2014)";"6.0";"967";"162"
"25740";"Kölsch";"4.0";"56892";"327"
"25743";"Lentebock (2017)";"6.0";"2053";"576"
"25746";"Dwerguil - Pygmy Owl";"5.0";"32280";"243"
"25749";"Wintertrots";"8.0";"19921";"165"
"25752";"Gauloise Brune";"8.0";"187";"165"
"25755";"inSPIERatie Blond";"6.0";"102367";"72"
"25758";"Saison Plus Forte";"10.0";"70527";"153"
"25761";"Tiger Black 8.8%";"8.0";"3097";"162"
"25764";"Die Weisse Dunkel";"5.0";"46400";"339"
"25767";"Black & Tan";"4.0";"1976";"549"
"25770";"ABC Extra Stout";"8.0";"3097";"420"
"25773";"Schwechater Bier";"5.0";"104472";"387"
"25776";"Rebel Local (2017)";"8.0";"16719";"96"
"25779";"Special Brew";"7.0";"344";"414"
"25782";"Brown Ale";"4.0";"923";"438"
"25785";"Radgoud";"6.0";"332820";"66"
"25788";"Ursus Premium";"5.0";"8316";"243"
"25791";"Kaiser Fasstyp / Kaiser Bier";"5.0";"104470";"387"
"25794";"Ringnes Pilsner";"4.0";"5953";"264"
"25797";"IJkgebrouw";"0.0";"149933";"591"
"25800";"Scheerse Tripel";"9.0";"20631";"45"
"25803";"Mariestads (3.5%)";"3.0";"1505";"243"
"25806";"Pripps Blå (2.8%)";"2.0";"345";"243"
"25809";"Weizhijt";"6.0";"63360";"129"
"25812";"Beemster Tripel";"8.0";"31406";"45"
"25815";"Big Chouffe (2012)";"8.0";"11866";"126"
"25818";"Mageler Pilz";"5.0";"25879";"216"
"25821";"Barrel West-Fries Dunkelweizen";"5.0";"48789";"772"
"25824";"13.2 Blond";"6.0";"301691";"66"
"25827";"Grafenwalder Strong";"7.0";"8312";"414"
"25830";"Celtika";"8.0";"1441";"45"
"25833";"Atlas Original 7.2";"7.0";"11478";"682"
"25836";"Kronenbourg 7.2 Blonde";"7.0";"203";"414"
"25839";"Heilig Boontje";"3.0";"283162";"195"
"25842";"Lord Murray";"4.0";"332820";"745"
"25845";"Gordon Finest Chrome";"10.0";"2313";"682"
"25848";"Gordon Finest Titanium";"14.0";"2313";"682"
"25851";"Weizen";"4.0";"332820";"739"
"25854";"Ry-Ternel";"6.0";"35816";"66"
"25857";"Bohemian Lager (Světlý ležák 12)";"4.0";"3831";"246"
"25860";"Ambree";"6.0";"15086";"186"
"25863";"Strong Suffolk Dark Ale / Vintage Ale / Olde Suffolk English Ale";"6.0";"612";"183"
"25866";"EKU 28";"11.0";"757";"423"
"25869";"Bergkönig Premium";"5.0";"15477";"192"
"25872";"Amsterdam Maximator";"11.0";"4058";"682"
"25875";"Best Bräu Strong Amber Beer";"8.0";"3346";"312"
"25878";"Amsterdam Navigator";"8.0";"4058";"682"
"25881";"Laško Club (Export)";"4.0";"1959";"243"
"25884";"Bergedorf";"4.0";"110938";"591"
"25887";"Best Bräu (Premium) Lager Beer";"4.0";"13820";"243"
"25890";"Kozel Premium / Kozel 12";"4.0";"135600";"246"
"25893";"Lager / Svetlo";"4.0";"9389";"243"
"25896";"Laško Weißbier";"5.0";"1959";"739"
"25899";"Puntigamer";"5.0";"102111";"387"
"25902";"Sixtusbräu";"4.0";"15477";"192"
"25905";"Puntigamer Panther";"5.0";"102111";"387"
"25908";"Hirter 1270";"4.0";"5842";"321"
"25911";"Villacher Pils";"4.0";"37589";"264"
"25914";"Urbock 23°";"10.0";"1115";"423"
"25917";"Arcana Red Ale";"6.0";"211589";"282"
"25920";"Arcana Golden Ale";"5.0";"211589";"285"
"25923";"Mohren Pilsner";"4.0";"877";"300"
"25926";"Porter";"4.0";"3806";"63"
"25929";"Paderborner Weizen Naturtrüb";"5.0";"9726";"129"
"25932";"Pils";"5.0";"24821";"300"
"25935";"Tarwebok (2014)";"6.0";"1400";"162"
"25938";"Bavaria 0.0% Fruity Rosé";"0.0";"109";"114"
"25941";"Volkan (Santorini) Blonde";"5.0";"19886";"264"
"25944";"Skimme";"6.0";"2245";"339"
"25947";"Princesse White";"5.0";"259917";"742"
"25950";"Castle Lager";"5.0";"2988";"243"
"25953";"Utrecht Strong Ale";"9.0";"28323";"222"
"25956";"Strela Preta";"5.0";"27377";"441"
"25959";"Strela Cabo Verde (Imported)";"5.0";"27377";"243"
"25962";"Orval (2014)";"6.0";"169";"54"
"25965";"Vaalser Dubbel";"8.0";"7778";"174"
"25968";"Wuld Pilsen";"4.0";"1584";"264"
"25971";"Vaalser Tripel";"9.0";"7778";"45"
"25974";"Naturtrüb";"5.0";"16291";"300"
"25977";"Christoffel Wijs";"6.0";"111";"339"
"25980";"Vaalser Blond";"7.0";"7778";"126"
"25983";"Goliath Christmas";"8.0";"191";"375"
"25986";"Gnomegang";"9.0";"249";"126"
"25989";"Gordon Xmas (2015)";"8.0";"2313";"144"
"25992";"Dulle Teve (2018)";"10.0";"272";"45"
"25995";"Oettinger Winterbier";"5.0";"6745";"462"
"25998";"Stille Nacht (2015)";"12.0";"272";"126"
"26001";"Oettinger Urtyp";"5.0";"6745";"471"
"26004";"Waase Wolf";"6.0";"2667";"351"
"26007";"St. Paul Double";"6.0";"8516";"174"
"26010";"SUNDAY Easy Pale Ale";"5.0";"2237";"234"
"26013";"Codebrew";"6.0";"105642";"66"
"26016";"Somerset Cider";"6.0";"34566";"606"
"26019";"Kriek Brut (2015)";"6.0";"287";"177"
"26022";"Milk Stout";"6.0";"779";"33"
"26025";"Jupiler Force";"0.0";"5460";"114"
"26028";"Winter Koninck";"6.0";"4053";"375"
"26031";"Five Points Pale";"4.0";"56204";"234"
"26034";"Zwaar Blond (2017)";"8.0";"2053";"126"
"26037";"Insel Kreide";"5.0";"220632";"309"
"26040";"Arnulfus 1809";"5.0";"263285";"54"
"26043";"Gajes (2018)";"8.0";"159737";"45"
"26046";"Grafenwalder Pils";"4.0";"8312";"300"
"26049";"Selection Lambic Kriek (2018)";"6.0";"4646";"141"
"26052";"ONKEL Jupp";"4.0";"145692";"195"
"26055";"Corsendonk Summum Goudblond (2018)";"7.0";"246";"45"
"26058";"Mc Douglas Scotch Ale";"7.0";"2313";"144"
"26061";"Duvel Single Fermented";"6.0";"167";"126"
"26064";"Fischer Trois Houblons Alsaciens";"7.0";"1422";"285"
"26067";"BBBBM 2017 (Barrel Aged)";"9.0";"10138";"156"
"26070";"Leffe Brune / Bruin (2018)";"6.0";"5";"351"
"26073";"Berliner Kindl Jubiläums Pilsener";"5.0";"1582";"300"
"26076";"Xtreme Kriek";"4.0";"274";"141"
"26079";"Blanc Bec";"4.0";"196334";"81"
"26082";"Triporteur Belgian Oak Vintage 2018";"9.0";"36794";"126"
"26085";"Er Boquerón";"4.0";"27999";"285"
"26088";"Lekker Weertje";"6.0";"206266";"66"
"26091";"Toro De Osborne";"5.0";"27999";"261"
"26094";"Saison";"6.0";"323797";"153"
"26097";"Bovendonk's Blond";"6.0";"348441";"72"
"26100";"Amerikaans Wit";"5.0";"323797";"676"
"26103";"Jupiler New Tauro 6.2%";"6.0";"5460";"192"
"26106";"Warsteiner Radler 0,0% Alkohol";"0.0";"1337";"825"
"26109";"Tuborg Fici";"5.0";"20484";"264"
"26112";"Gouden Commies (Magnus)";"8.0";"323797";"45"
"26115";"Tramp Stamp";"3.0";"230687";"153"
"26118";"Neuzebier Tripel";"7.0";"128476";"45"
"26121";"Arnulfus Dubbel";"6.0";"263285";"174"
"26124";"L'Abbaye";"6.0";"15996";"72"
"26127";"Mariachi";"4.0";"4568";"252"
"26130";"Belfort 9°";"9.0";"256911";"165"
"26133";"Houtse Tripel";"8.0";"335178";"45"
"26136";"Jade Hoppy Blonde";"5.0";"1432";"66"
"26139";"Drovers Grog";"5.0";"213311";"264"
"26142";"Efes Malt";"5.0";"4568";"264"
"26145";"Malheur Dark Brut";"12.0";"276";"165"
"26148";"Desperados Lime";"3.0";"1429";"243"
"26151";"Beast Of The Deep";"6.0";"2237";"288"
"26154";"Gulden Draak (2018)";"10.0";"7778";"165"
"26157";"Arnulfus Zeer Stout";"8.0";"263285";"3"
"26160";"High Life";"4.0";"863";"393"
"26163";"Sticke";"6.0";"3223";"90"
"26166";"Harmony Small Tasty Badges";"6.0";"191";"66"
"26169";"La Bière du Démon";"12.0";"1439";"168"
"26172";"Zin Zin";"10.0";"4232";"78"
"26175";"Faro (2018)";"4.0";"288";"348"
"26178";"Efes Dark";"5.0";"4568";"426"
"26181";"Houtse Blonde";"6.0";"248947";"66"
"26184";"Bière du Corbeau Blonde";"9.0";"292";"126"
"26187";"Efes Xtra";"7.0";"4568";"682"
"26190";"Golden Scepter";"6.0";"415377";"66"
"26193";"Kordaat Pilsener (2018)";"4.0";"406140";"264"
"26196";"La Goudale Ambrée";"7.0";"1439";"691"
"26199";"Gouyasse Triple";"9.0";"191";"45"
"26202";"La Trappe Quadrupel (2017)";"10.0";"110";"78"
"26205";"Alhambra Tradicional";"4.0";"370";"192"
"26208";"La Thouze";"4.0";"344206";"66"
"26211";"Holger";"5.0";"26017";"264"
"26214";"Triple Secret des Moines";"8.0";"1439";"45"
"26217";"Quadrupel (2018)";"10.0";"155030";"78"
"26220";"Sapporo Premium Lager";"4.0";"4779";"417"
"26223";"Tece";"5.0";"223";"300"
"26226";"Vertigo";"8.0";"45011";"117"
"26229";"Cobeer";"4.0";"1584";"264"
"26232";"Veteraan Tripel";"9.0";"155030";"45"
"26235";"Sex In A Canoe";"4.0";"45011";"390"
"26238";"Vreemdeling #2 - Amber Ale";"7.0";"15703";"282"
"26241";"Passie Voor Puur Huisshow 2015";"7.0";"11568";"162"
"26244";"Drentsch Oerbier DE THRILITON - Tripel";"9.0";"511327";"45"
"26247";"País Tropical 2018";"4.0";"18058";"745"
"26250";"Drentsch Oerbier DE MENHIR - Blond";"7.0";"511327";"66"
"26253";"Fischer La Belle Mira";"5.0";"1422";"135"
"26256";"Pilsener";"5.0";"17436";"264"
"26259";"Gulden Draak Brewmasters Edition (2018)";"10.0";"7778";"126"
"26262";"Blonde Enigma";"6.0";"247420";"66"
"26265";"Etten-leurs Blond";"6.0";"348441";"72"
"26268";"Dulcinea";"4.0";"433";"243"
"26271";"My Love";"5.0";"415377";"676"
"26274";"El Blanquito Dry-Hopped";"6.0";"255812";"739"
"26277";"ReuZ Quadrupel";"11.0";"16342";"78"
"26280";"Live Transmission";"6.0";"1571";"60"
"26283";"Molotov Suprise Batch #004 Pink Guava";"12.0";"3735";"57"
"26286";"Durdouwer";"7.0";"220935";"174"
"26289";"Modern IPA";"6.0";"3735";"36"
"26292";"Sur Double Dry Hop Citra";"7.0";"2241";"399"
"26295";"Grand Cru";"6.0";"127";"72"
"26298";"Fluffy IPA";"5.0";"302466";"315"
"26301";"Galaxy Unicorn";"9.0";"4012";"117"
"26304";"BXL Blond";"7.0";"326085";"66"
"26307";"Delirium Noël / Christmas (2018)";"10.0";"285";"375"
"26310";"Straffe Hendrik Heritage (2016)";"11.0";"430";"78"
"26313";"Black";"6.0";"4832";"84"
"26316";"Triporteur Kriek & Berry";"6.0";"36794";"135"
"26319";"Summer of '67";"7.0";"2081";"72"
"26322";"Dark Storm";"10.0";"247420";"156"
"26325";"Billy Biscuit (2018)";"7.0";"43977";"423"
"26328";"Strongbow Red Berries";"4.0";"10147";"303"
"26331";"Livewire";"5.0";"225788";"102"
"26334";"Manic Mango";"6.0";"241";"36"
"26337";"La Cristal IPA";"4.0";"1433";"745"
"26340";"Gouden Carolus Classic / Collector’s Edition (2016)";"8.0";"284";"165"
"26343";"Hop Dam Triple IPA";"10.0";"673";"57"
"26346";"Rhodesian BBA - Jack Daniels (2018)";"11.0";"106897";"207"
"26349";"Zeezuiper (2018)";"8.0";"3568";"45"
"26352";"Triple Orange Starfish";"12.0";"170844";"57"
"26355";"Brin de Folie";"6.0";"4232";"72"
"26358";"Hoi Dit Is Hop. (Citra)";"5.0";"32280";"36"
"26361";"Spice Up Your Life";"5.0";"32280";"120"
"26364";"Four Aces White Pony";"4.0";"17937";"745"
"26367";"Nya Världens India Pale Ale";"6.0";"46930";"36"
"26370";"Vieux Temps";"4.0";"265";"54"
"26373";"Double Bie";"6.0";"3072";"174"
"26376";"Ipa";"5.0";"90310";"36"
"26379";"Syrentum";"5.0";"43102";"153"
"26382";"AlternatIPA";"5.0";"272823";"36"
"26385";"Kriekedebie";"4.0";"3072";"141"
"26388";"PacifIPA";"6.0";"272823";"120"
"26391";"Soleil Levant";"5.0";"68062";"153"
"26394";"Bulldog Strong Ale";"7.0";"1816";"183"
"26397";"Gran Riserva Bianca";"5.0";"1921";"739"
"26400";"Angelo Pale Ale";"6.0";"17778";"189"
"26403";"Tucher Helles Hefe Weizen";"5.0";"8309";"739"
"26406";"Tennent's Super";"9.0";"1814";"682"
"26409";"Mosaic Moustache (Black Label)";"6.0";"35089";"204"
"26412";"Peroni Cruda";"4.0";"1921";"264"
"26415";"Ligea";"5.0";"66352";"66"
"26418";"Tropical Bitch - 2018";"8.0";"540";"96"
"26421";"Augure";"7.0";"16770";"252"
"26424";"Hibou Sauvage";"7.0";"290634";"126"
"26427";"Meneer de Uil – Non Barrel Aged";"11.0";"32280";"279"
"26430";"That's Miss Brown To You";"6.0";"317002";"351"
"26433";"Bean There, Done That";"3.0";"167487";"27"
"26436";"Pale Armadillo";"3.0";"2972";"745"
"26439";"Halo Milkshake Berliner";"4.0";"167487";"27"
"26442";"Breda's Vaarwater";"6.0";"24214";"54"
"26445";"Tripel";"9.0";"4840";"45"
"26448";"Galea Grand Cru";"9.0";"325731";"126"
"26451";"White Noise";"5.0";"6882";"204"
"26454";"Hip Hop Single Hop IPA Amarillo";"5.0";"167697";"36"
"26457";"Brewskival Pilsner";"4.0";"167487";"300"
"26460";"Hip Hop USA";"6.0";"167697";"36"
"26463";"Pink Pony";"4.0";"167487";"27"
"26466";"Candy Queen";"4.0";"167487";"679"
"26469";"Pineapple Unplugged (Brewskival Edition)";"4.0";"167487";"234"
"26472";"Passionfeber Session IPA (3.5%)";"3.0";"167487";"102"
"26475";"Brewpigs Mutant Ninja Pilsner";"5.0";"167487";"264"
"26478";"Bredase Willem";"6.0";"387086";"66"
"26481";"18|09 - Farmhouse - Orange Witbier";"5.0";"50834";"676"
"26484";"Field Beer Wheat";"5.0";"173732";"153"
"26487";"Thirsty Mosquito";"5.0";"26139";"234"
"26490";"Filthy Dirty IPA";"7.0";"22683";"36"
"26493";"NEMESIS";"6.0";"240424";"120"
"26496";"Hoptical Illusion";"5.0";"1571";"234"
"26499";"Nebula";"5.0";"41559";"18"
"26502";"Eric";"11.0";"167487";"345"
"26505";"Tres Piernas";"5.0";"167487";"153"
"26508";"Out of Office";"4.0";"58973";"102"
"26511";"Falco";"7.0";"3735";"36"
"26514";"The Haze Craze";"6.0";"2241";"18"
"26517";"Ben";"9.0";"167487";"75"
"26520";"Netherworld Cascadian Dark Ale";"6.0";"1571";"105"
"26523";"Check In IPA";"6.0";"6826";"36"
"26526";"The Lauter Revenge";"6.0";"34744";"18"
"26529";"Blanche de Bourbon";"5.0";"28522";"676"
"26532";"Koadrilan";"4.0";"34744";"411"
"26535";"Trappist Westvleteren 12 (2012)";"10.0";"263";"78"
"26538";"SUP";"3.0";"33211";"429"
"26541";"Lentebock (2018)";"6.0";"5463";"162"
"26544";"Hopfenstopfer Citra Ale";"5.0";"14191";"234"
"26547";"Arend Blond";"6.0";"3198";"72"
"26550";"Camden Pale Ale";"4.0";"10433";"234"
"26553";"Kaarschots Triple";"9.0";"209878";"45"
"26556";"Hinano";"5.0";"180";"393"
"26559";"All Inclusive IPA (2016)";"8.0";"20036";"96"
"26562";"D'n Nestor";"9.0";"233827";"78"
"26565";"South 2017";"5.0";"106897";"18"
"26568";"Everyday IPA";"4.0";"4920";"745"
"26571";"ALTernative";"6.0";"11568";"249"
"26574";"La Bianca";"5.0";"127";"739"
"26577";"Paljas Goud";"9.0";"52748";"45"
"26580";"Chance Encounter";"4.0";"108827";"153"
"26583";"Vrolijkheid Naranja";"4.0";"298173";"333"
"26586";"150 Watt BA Bowmore";"10.0";"147821";"78"
"26589";"Tettnang Groene Tank Top";"4.0";"32280";"300"
"26592";"Bon Secours Tradition";"8.0";"3359";"126"
"26595";"De Tromp";"6.0";"207880";"153"
"26598";"#2";"9.0";"48789";"144"
"26601";"Isleña";"4.0";"1879";"327"
"26604";"Tennessee Cider";"5.0";"10010";"273"
"26607";"Het Elfde Gebod (2016)";"7.0";"1953";"66"
"26610";"La Trappe Quadrupel Oak Aged 25th Anniversary Edition Keg";"11.0";"110";"78"
"26613";"5-Alarm Chili Beer American-Style";"8.0";"673";"252"
"26616";"Pockets of Sunlight";"6.0";"5083";"153"
"26619";"Naked Pig Pale Ale";"6.0";"7411";"234"
"26622";"Wipeout IPA";"7.0";"1009";"36"
"26625";"Missile IPA";"7.0";"46308";"36"
"26628";"Tripel Plukker";"7.0";"20036";"45"
"26631";"Rookop";"6.0";"20036";"351"
"26634";"Delfts Pharao Bier";"5.0";"20634";"174"
"26637";"Ambrée";"5.0";"51439";"282"
"26640";"Happyface Bock";"8.0";"279853";"162"
"26643";"Brune";"5.0";"51439";"351"
"26646";"Ice + Beer";"5.0";"741";"243"
"26649";"Extra Smooth Ale";"3.0";"1816";"411"
"26652";"Speyside Oak Aged Blonde Ale";"6.0";"98";"66"
"26655";"Sapporo Lager Beer";"5.0";"4779";"417"
"26658";"Yebisu (Premium)";"5.0";"4779";"471"
"26661";"Henny's";"4.0";"190729";"606"
"26664";"Dutch Bargain Imperial Pale Ale - Coffee/Whisky infused - Barrel Aged ";"11.0";"53536";"117"
"26667";"Bertus / Brettus";"11.0";"86939";"228"
"26670";"Sapporo Reserve Beer";"5.0";"4779";"243"
"26673";"Füchschen Alt";"4.0";"9127";"90"
"26676";"Ichiban Shibori Premium";"5.0";"741";"243"
"26679";"Bully! Porter";"6.0";"1514";"48"
"26682";"Hop Into the Night";"8.0";"11568";"105"
"26685";"Black Mamba";"4.0";"19086";"501"
"26688";"Luikse Vechter";"6.0";"40108";"276"
"26691";"Ichnusa Cruda";"4.0";"8356";"243"
"26694";"Blackthorn Cider";"6.0";"55561";"784"
"26697";"Mikkie = in to Melon";"6.0";"242585";"36"
"26700";"Eerste Seizoen";"5.0";"345871";"153"
"26703";"Oaky Moaky Whiskey Stout";"7.0";"16719";"84"
"26706";"Pumpkin Spiced";"7.0";"61168";"510"
"26709";"Żywiec Białe";"4.0";"309";"676"
"26712";"Queue de Charrue Triple / Ploegsteert Tripel";"9.0";"9692";"45"
"26715";"Satan White";"5.0";"271";"742"
"26718";"Zachte Zoete";"6.0";"231024";"99"
"26721";"Patrasche";"8.0";"11738";"165"
"26724";"Bollywood Guru";"6.0";"61168";"216"
"26727";"Ciuc";"5.0";"8317";"192"
"26730";"Dikke Jan Blond";"5.0";"154772";"72"
"26733";"Super Dry Shunrei Karakuchi (瞬冷辛口)";"5.0";"50";"417"
"26736";"Othmar Tripel";"8.0";"40262";"45"
"26739";"4 Luppoli Originale";"4.0";"17778";"243"
"26742";"Ichiban Shibori Toride Zukuri";"5.0";"741";"243"
"26745";"Kirin Beer";"4.0";"2467";"264"
"26748";"Straffe Hendrik Brugs Tripel Bier 9° (2018)";"9.0";"430";"45"
"26751";"Clear Asahi";"5.0";"50";"546"
"26754";"L'Ambrée";"5.0";"71299";"447"
"26757";"Berliner Kindl Pils";"4.0";"1582";"300"
"26760";"Mickey Almighty";"6.0";"43977";"435"
"26763";"La Blonde";"5.0";"71299";"66"
"26766";"Ex-Girlfriend BA Jack Daniel's";"14.0";"620";"579"
"26769";"In Your Face";"6.0";"19889";"36"
"26772";"Rhub'I.P.A.";"6.0";"97324";"120"
"26775";"Pinta";"5.0";"22394";"264"
"26778";"Triple Virgin Cherries";"7.0";"108827";"45"
"26781";"HappyFace Scapegoat";"6.0";"279853";"824"
"26784";"Westlands Dubbel Goud";"6.0";"74033";"174"
"26787";"Westlander Original";"7.0";"323520";"72"
"26790";"Westlands Goud";"6.0";"74033";"66"
"26793";"Westlands Wit Goud";"5.0";"74033";"742"
"26796";"TierlanTijn";"8.0";"96369";"45"
"26799";"Amberwit";"5.0";"345871";"676"
"26802";"IPA";"6.0";"231024";"120"
"26805";"Lamb's Dam Dubbel";"6.0";"284505";"174"
"26808";"Double Bons Voeux";"7.0";"777";"234"
"26811";"Delirium Tremens (2017)";"8.0";"285";"126"
"26814";"Blanche";"4.0";"51439";"676"
"26817";"Hop Summer Ale";"0.0";"209300";"66"
"26820";"Page 24 – Triple";"7.0";"97324";"45"
"26823";"Neustadt Weizen";"5.0";"264399";"129"
"26826";"Tagus";"4.0";"2220";"243"
"26829";"Cergal";"4.0";"54809";"264"
"26832";"LAGUNA IPA";"6.0";"37820";"36"
"26835";"HORAL's Oude Geuze Mega Blend 2017";"7.0";"268";"12"
"26838";"Gandy Dancer";"8.0";"175779";"117"
"26841";"Yin";"8.0";"18058";"153"
"26844";"Mr. Blue 2018 Edition";"9.0";"2241";"679"
"26847";"Space Trace (2018)";"13.0";"94408";"700"
"26850";"Beyerd India Pale Ale";"7.0";"20359";"315"
"26853";"Generation V Brett DIPA";"9.0";"3461";"721"
"26856";"Gulden Zwölsch";"8.0";"255918";"126"
"26859";"Mama (2018)";"5.0";"18058";"234"
"26862";"Roll For Initiative (2018)";"13.0";"94408";"15"
"26865";"Mataelefantes";"6.0";"20994";"204"
"26868";"The Lost Colony";"13.0";"94408";"279"
"26871";"Perenbock";"5.0";"219666";"162"
"26874";"Rio Reserva";"10.0";"433";"78"
"26877";"Bayerisch Nizza";"5.0";"230759";"318"
"26880";"Bourbon County Brand Stout (2017) 14.7%";"14.0";"2898";"15"
"26883";"Minautore - Rully Premier Cru & Nuits-Saint-George BA";"8.0";"68062";"384"
"26886";"Juiced Up (2017 Release)";"7.0";"269726";"36"
"26889";"The Chocolate Manifesto - Triple Chocolate Milk Stout";"10.0";"1571";"75"
"26892";"Reuze Tripel";"8.0";"380999";"45"
"26895";"Oude Geuze Boon à l'Ancienne - VAT 110 Mono Blend";"8.0";"268";"12"
"26898";"India Pale Ale Quintet";"6.0";"48637";"36"
"26901";"Hopfenstopfer Incredible Pale Ale";"6.0";"14191";"36"
"26904";"Beurs Tripal";"8.0";"28335";"45"
"26907";"Cuvée (2018)";"7.0";"164204";"42"
"26910";"Oude Geuze Boon à l'Ancienne - VAT 108 Mono Blend";"8.0";"268";"12"
"26913";"Fresh Hop IPA";"8.0";"188723";"36"
"26916";"WAL+VIS";"6.0";"203287";"66"
"26919";"Oude Geuze Boon à l'Ancienne - VAT 92 Mono Blend";"8.0";"268";"12"
"26922";"Francis' Big Bangin' IPA";"7.0";"93751";"36"
"26925";"Brave New World";"6.0";"334880";"234"
"26928";"Oude Geuze Boon à l'Ancienne - VAT 91 Mono Blend";"8.0";"268";"12"
"26931";"Lunga Maturazione";"7.0";"127";"66"
"26934";"Chieftain";"5.0";"8795";"120"
"26937";"Middelburgs 800 Winters";"9.0";"248461";"84"
"26940";"The Flying Hopman";"11.0";"4723";"57"
"26943";"IPA";"7.0";"346082";"36"
"26946";"Gamma Ray";"5.0";"24735";"234"
"26949";"Bird of Prey IPA (2018)";"5.0";"32280";"120"
