"id";"name";"updatedAt";"city";"countryName";"state";"type";"createdAt";"facebook";"instagram";"lat";"lng";"logo";"twitter";"url";"description";"photo"
"2";"Traquair House Brewery";"2021-07-01 15:51:18 +0200";"Innerleithen";"Scotland";"Scottish Borders";"Micro Brewery";"2018-12-21 12:01:35 +0100";"http://en-gb.facebook.com/people/Traquair-House-Brewery/100000654291737";"";"55.6083";"-3.06398";"";"";"https://www.traquair.co.uk/brewery/";"";""
"5";"Hop Valley Brewing Company";"2021-07-01 15:51:23 +0200";"Eugene";"United States";"OR";"Micro Brewery";"2018-12-21 12:01:41 +0100";"http://www.facebook.com/HopValley";"HopValleyBrewing";"44.0582";"-123.107";"";"HopValley";"http://www.hopvalleybrewing.com/";"";""
"8";"Gigantic Brewing Company";"2021-07-01 16:31:32 +0200";"Portland";"United States";"OR";"Micro Brewery";"2018-12-21 12:01:47 +0100";"http://www.facebook.com/GiganticBrewing";"GiganticBrewing";"45.485";"-122.639";"";"GiganticBrewing";"http://www.giganticbrewing.com/";"";""
"11";"Kona Brewing Company";"2021-07-01 16:31:33 +0200";"Kailua Kona";"United States";"HI";"Regional Brewery";"2018-12-21 12:01:50 +0100";"https://www.facebook.com/KonaBrewingCo";"konabrewingco";"19.6428";"-155.997";"";"KonaBrewingCo";"http://konabrewingco.com/";"";""
"14";"BrewDog";"2021-07-01 16:31:33 +0200";"Ellon";"Scotland";"Aberdeenshire";"Micro Brewery";"2018-12-21 12:01:53 +0100";"http://www.facebook.com/pages/BrewDog/21251598643";"brewdogofficial";"57.3716";"-2.04834";"";"BrewDog";"http://www.brewdog.com";"";""
"17";"Anderson Valley Brewing Company";"2021-07-01 16:31:33 +0200";"Boonville";"United States";"CA";"Regional Brewery";"2018-12-21 12:01:57 +0100";"http://www.facebook.com/AndersonValleyBrewingCompany";"andersonvalleybrewing";"39.0005";"-123.356";"";"avbc";"http://www.avbc.com";"";""
"20";"Brouwerij Rodenbach";"2021-07-01 16:31:34 +0200";"Roeselare";"Belgium";"Vlaanderen";"Macro Brewery";"2018-12-21 12:02:01 +0100";"http://www.facebook.com/rodenbachbeer";"rodenbachbeer";"50.9461";"3.13801";"";"rodenbachbeer";"http://www.rodenbach.be";"";""
"23";"Brouwerij de Molen";"2021-07-01 16:31:34 +0200";"Bodegraven";"Netherlands";"Zuid-Holland";"Macro Brewery";"2018-12-21 12:02:05 +0100";"http://www.facebook.com/BierbrouwerijDeMolen";"molenbier";"52.0857";"4.74208";"";"molenbier";"http://www.brouwerijdemolen.nl";"";""
"26";"Brauhaus Bevog";"2021-07-01 16:31:34 +0200";"Bad Radkersburg";"Austria";"Steiermark";"Micro Brewery";"2018-12-21 12:02:08 +0100";"http://www.facebook.com/BevogBrewery";"bevog_brewery";"46.6864";"16.012";"";"BevogBrewery";"http://www.bevog.at/";"";""
"29";"Community Beer Company";"2021-07-01 16:31:34 +0200";"Dallas";"United States";"TX";"Regional Brewery";"2018-12-21 12:02:15 +0100";"http://www.facebook.com/communitybeer";"communitybeerco";"32.7909";"-96.8158";"";"CommunityBeerCo";"http://www.communitybeer.com";"";""
"32";"The Sisters Brewery";"2021-07-01 16:31:35 +0200";"Utrecht";"Netherlands";"Utrecht";"Micro Brewery";"2018-12-21 12:02:21 +0100";"https://www.facebook.com/thesistersbrewery/";"the_sisters_brewery";"52.1093";"5.04605";"";"";"http://www.thesistersbrewery.com/";"";""
"35";"Brouwerij Omer Vander Ghinste";"2021-07-01 16:31:35 +0200";"Bellegem";"Belgium";"Vlaanderen";"Micro Brewery";"2018-12-21 12:02:24 +0100";"https://www.facebook.com/omervanderghinste";"omervdg";"50.7771";"3.27887";"";"omervdg";"http://www.omervanderghinste.be";"";""
"38";"Dorpsbrouwerij de Pimpelmeesch";"2021-07-01 16:31:36 +0200";"Chaam";"Netherlands";"Noord-Brabant";"Micro Brewery";"2018-12-21 12:02:28 +0100";"https://www.facebook.com/pages/Dorpsbrouwerij-de-Pimpelmeesch/381045635270898";"";"51.5095";"4.8549";"";"";"http://www.pimpelmeesch.nl";"";""
"41";"Amsterdam Brewboys";"2021-07-01 16:31:36 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Micro Brewery";"2018-12-21 12:02:32 +0100";"https://www.facebook.com/AmsterdamBrewboys/";"amsterdambrewboys";"52.3669";"4.92585";"";"adambrewboys";"https://amsterdambrewboys.nl";"";""
"44";"Karel V";"2021-07-01 16:31:36 +0200";"";"Netherlands";"";"Micro Brewery";"2018-12-21 12:02:34 +0100";"";"";"0";"0";"";"";"";"";""
"47";"Dogfish Head Craft Brewery";"2021-07-01 16:31:37 +0200";"Milton";"United States";"DE";"Regional Brewery";"2018-12-21 12:02:46 +0100";"http://www.facebook.com/dogfishheadbeer";"dogfishhead";"38.7776";"-75.3099";"";"dogfishbeer";"http://www.dogfish.com/";"";""
"50";"Two Chefs Brewing";"2021-07-01 16:31:37 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Micro Brewery";"2018-12-21 12:03:05 +0100";"https://www.facebook.com/TwoChefsBrewing";"twochefsbrewing";"52.3932";"4.82035";"";"TwoChefsBrewing";"http://www.TwoChefsBrewing.com";"";""
"53";"Brouwerij Pronck";"2021-07-01 16:31:37 +0200";"Leiden";"Netherlands";"Zuid-Holland";"Micro Brewery";"2018-12-21 12:03:11 +0100";"https://www.facebook.com/pages/Brouwerij-Pronck/799820156744199?sk=info&tab=overview";"brouwerijpronck";"52.1636";"4.49471";"";"brouwerijpronck";"http://www.brouwerijpronck.nl";"";""
"56";"BierBrouwerij De Pauw";"2021-07-01 16:31:39 +0200";"Ommen";"Netherlands";"Overijssel";"Nano Brewery";"2018-12-21 12:03:14 +0100";"";"";"52.4786";"6.47267";"";"";"http://www.pauwbier.nl/";"";""
"59";"Siren Craft Brew";"2021-07-01 16:31:39 +0200";"Wokingham";"England";"Berkshire";"Micro Brewery";"2018-12-21 12:03:15 +0100";"http://www.facebook.com/sirencraftbrew";"sirencraftbrew";"51.3766";"-0.892204";"";"sirencraftbrew";"http://www.sirencraftbrew.com";"";""
"62";"Morebeer Brewing";"2021-07-01 16:31:39 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Contract Brewery";"2018-12-21 12:03:17 +0100";"https://www.facebook.com/morebeerbrewing";"";"52.3727";"4.88828";"";"";"http://www.morebeer.nl/brewing/";"";""
"65";"Brouwerij De School";"2021-07-01 16:31:39 +0200";"Badhoevedorp";"Netherlands";"Noord-Holland";"Micro Brewery";"2018-12-21 12:03:20 +0100";"https://facebook.com/brouwerijdeschool";"";"52.3272";"4.81438";"";"";"http://www.brouwerijdeschool.com";"";""
"68";"Brasserie Dubuisson";"2021-07-01 16:31:40 +0200";"Pipaix";"Belgium";"Wallonie";"Macro Brewery";"2018-12-21 12:03:23 +0100";"https://www.facebook.com/brasseriedubuisson";"Brasserie_Dubuisson";"50.5765";"3.5575";"";"BrDubuisson";"http://www.dubuisson.com";"";""
"71";"projekt NEO (f.k.a. Neobosski)";"2021-07-01 16:31:40 +0200";"Utrecht";"Netherlands";"Utrecht";"Micro Brewery";"2018-12-21 12:03:36 +0100";"https://www.facebook.com/neobosski/";"";"52.1161";"5.11679";"";"";"http://www.neobosski.com";"";""
"74";"Drift Brouwers";"2021-07-01 16:31:41 +0200";"Rotterdam";"Netherlands";"Zuid-Holland";"Micro Brewery";"2018-12-21 12:03:39 +0100";"https://www.facebook.com/driftbrouwers";"https://www.instagram.com/drift_brouwers/";"51.9284";"4.50298";"";"";"http://www.driftbrouwers.nl/";"";""
"77";"De Moersleutel";"2021-07-01 16:31:41 +0200";"Alkmaar";"Netherlands";"Noord-Holland";"Micro Brewery";"2018-12-21 12:03:41 +0100";"https://www.facebook.com/Brouwerij-de-Moersleutel-1003990899646471/";"de_moersleutel_craft_brewery";"52.6102";"4.75701";"";"";"http://brouwerijdemoersleutel.nl/";"";""
"80";"Brouwerij The Musketeers";"2021-07-01 16:31:41 +0200";"Sint-Gillis-Waas";"Belgium";"Vlaanderen";"Micro Brewery";"2018-12-21 12:03:46 +0100";"http://www.facebook.com/TheMusketeersBrewery";"themusketeersbrewery";"51.2261";"4.08646";"";"Troubadourbeer";"http://www.themusketeers.be";"";""
"83";"Brouwerij Kleiburg";"2021-07-01 16:31:41 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Micro Brewery";"2018-12-21 12:03:51 +0100";"http://facebook.com/BrouwerijKleiburg";"Kleiburg";"52.3035";"4.9514";"";"Kleiburg";"http://brouwerijkleiburg.nl";"";""
"86";"Brouwerij de Eeuwige Jeugd";"2021-07-01 16:31:42 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Micro Brewery";"2018-12-21 12:03:54 +0100";"https://www.facebook.com/brouwerijdeeeuwigejeugd/";"";"52.3669";"4.84316";"";"";"https://www.deeeuwigejeugd.nl/";"";""
"89";"Brouwerij 1573";"2021-07-01 16:31:42 +0200";"";"Netherlands";"";"Micro Brewery";"2018-12-21 12:03:57 +0100";"http://www.facebook.com/brouwerij1573alkmaar";"";"0";"0";"";"";"http://www.brouwerij1573.nl";"";""
"92";"Brasserie Minne";"2021-07-01 16:31:43 +0200";"Baillonville";"Belgium";"Wallonie";"Micro Brewery";"2018-12-21 12:04:00 +0100";"https://www.facebook.com/brasserieminne";"brasserieminne";"50.2899";"5.33867";"";"";"https://brasserieminne.be";"";""
"95";"Flensburger Brauerei Emil Petersen";"2021-07-01 16:31:43 +0200";"Flensburg";"Germany";"Schleswig-Holstein";"Micro Brewery";"2018-12-21 12:04:05 +0100";"https://www.facebook.com/Flens";"";"54.7789";"9.43581";"";"";"http://www.flens.de";"";""
"98";"Brouwerij De Hoorn";"2021-07-01 16:31:43 +0200";"Steenhuffel";"Belgium";"Vlaanderen";"Micro Brewery";"2018-12-21 12:04:07 +0100";"https://www.facebook.com/brouwerijdehoorn?fref=ts";"";"50.9959";"4.2676";"";"";"http://www.palm.be/nl/dehoorn";"";""
"101";"Brouwerij Wilderen";"2021-07-01 16:31:44 +0200";"Wilderen";"Belgium";"Vlaanderen";"Micro Brewery";"2018-12-21 12:04:10 +0100";"https://www.facebook.com/BrouwerijW";"brouwerijwilderen";"50.819";"5.14364";"";"brouwerijw";"http://www.brouwerijwilderen.be";"";""
"104";"Brouwerij Hommeles";"2021-07-01 16:31:44 +0200";"Houten";"Netherlands";"Utrecht";"Micro Brewery";"2018-12-21 12:04:14 +0100";"https://www.facebook.com/BrouwerijHommeles";"";"52.0204";"5.18491";"";"BrouwHommeles";"http://www.brouwerijhommeles.nl";"";""
"107";"Brouwerij De Sint-Sixtusabdij van Westvleteren";"2021-07-01 16:31:44 +0200";"Westvleteren";"Belgium";"Vlaanderen";"Micro Brewery";"2018-12-21 12:04:18 +0100";"https://www.facebook.com/TrappistWestvleteren";"";"50.8957";"2.71999";"";"";"https://www.trappistwestvleteren.be";"";""
"110";"Brouwerij der Trappisten van Westmalle";"2021-07-01 16:31:45 +0200";"Malle";"Belgium";"Vlaanderen";"Regional Brewery";"2018-12-21 12:04:24 +0100";"https://www.facebook.com/abdijwestmalle";"westmallebelgium";"51.2852";"4.65889";"";"abbeywestmalle";"http://www.trappistwestmalle.be";"";""
"113";"Brouwerij Bosteels";"2021-07-01 16:31:45 +0200";"Buggenhout";"Belgium";"Vlaanderen";"Macro Brewery";"2018-12-21 12:04:27 +0100";"https://www.facebook.com/Brouwerij-Bosteels-188127494594353";"";"51.0137";"4.20159";"";"";"http://bosteelsbrewery.com/";"";""
"116";"Brouwerij Alken-Maes";"2021-07-01 16:31:46 +0200";"Mechelen";"Belgium";"Vlaanderen";"Macro Brewery";"2018-12-21 12:04:32 +0100";"https://www.facebook.com/AlkenMaes";"alkenmaescorp";"51.0518";"4.45414";"";"alkenmaescorp";"http://www.alken-maes.be/";"";""
"119";"Kompaan Bier / Brouwerij Kompaan";"2021-07-01 16:31:46 +0200";"Den Haag";"Netherlands";"Zuid-Holland";"Micro Brewery";"2018-12-21 12:04:36 +0100";"https://www.facebook.com/kompaanbeer";"kompaanbeer";"52.0668";"4.34667";"";"";"http://www.kompaanbier.nl/";"";""
"122";"Naeckte Brouwers";"2021-07-01 16:31:47 +0200";"Amstelveen";"Netherlands";"Noord-Holland";"Micro Brewery";"2018-12-21 12:04:39 +0100";"https://www.facebook.com/naecktebrouwers/";"naecktebrouwers";"52.3047";"4.84727";"";"";"http://www.naecktebrouwers.nl/";"";""
"125";"Scheldebrouwerij";"2021-07-01 16:31:51 +0200";"Meer";"Belgium";"Vlaanderen";"Micro Brewery";"2018-12-21 12:04:42 +0100";"https://www.facebook.com/pages/Scheldebrouwerij/1625106244368948";"@scheldebrouwerij";"51.4727";"4.72633";"";"";"http://www.scheldebrouwerij.com";"";""
"128";"Brouwerij Hoop";"2021-07-01 16:31:53 +0200";"Zaandijk";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-01-03 12:00:45 +0100";"https://www.facebook.com/brouwerijhoopzaandijk/";"brouwerij_hoop";"52.4761";"4.8111";"";"";"http://www.hoopbier.nl";"";""
"131";"Brouwerij De Werf";"2021-07-01 16:31:54 +0200";"Enkhuizen";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-01-03 12:00:49 +0100";"https://www.facebook.com/brouwerijdewerf/";"brouwerijdewerf";"52.7013";"5.29095";"";"";"http://www.brouwerijdewerf.nl";"";""
"134";"Bird Brewery";"2021-07-01 16:31:55 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-01-03 12:00:52 +0100";"https://www.facebook.com/BirdBrewery";"Birdbrewery";"52.3687";"4.92658";"";"Bird_Brewery";"http://birdbrewery.com/";"";""
"137";"Brouwerij Girardin";"2021-07-01 16:31:55 +0200";"Sint-Ulriks-Kapelle";"Belgium";"Vlaanderen";"Micro Brewery";"2019-01-07 12:01:47 +0100";"https://www.facebook.com/brouwerijgirardin/";"";"50.8752";"4.2341";"";"";"https://www.girardin1882.be/en";"";""
"140";"Brouwerij Boon";"2021-07-01 16:31:55 +0200";"Lembeek";"Belgium";"Vlaanderen";"Micro Brewery";"2019-01-07 12:01:51 +0100";"http://www.facebook.com/pages/Brouwerij-Boon/255750717826729";"brouwerij_boon";"50.7124";"4.22018";"";"BrouwerijBoon";"http://www.boon.be";"";""
"143";"Prairie Artisan Ales";"2021-07-01 16:31:56 +0200";"Krebs";"United States";"OK";"Micro Brewery";"2019-01-07 12:01:58 +0100";"http://www.facebook.com/pages/Prairie-Artisan-Ales/343283922420146?ref=ts&fref=ts";"prairieales";"34.9215";"-95.7107";"";"Prairieales";"http://Prairieales.com";"";""
"146";"Trillium Brewing Company";"2021-07-01 16:31:56 +0200";"Canton";"United States";"MA";"Regional Brewery";"2019-01-07 12:02:08 +0100";"http://www.facebook.com/trilliumbrewing";"trilliumbrewing";"42.1844";"-71.1525";"";"trilliumbrewing";"http://www.trilliumbrewing.com";"";""
"149";"Stone Brewing - Berlin";"2021-07-01 16:31:56 +0200";"";"Germany";"";"Micro Brewery";"2019-01-07 12:02:08 +0100";"https://www.facebook.com/StoneBrewingEurope/";"stonebrewingeurope";"52.5393";"13.4084";"";"StoneBrewingEU";"https://www.stonebrewing.com/";"";""
"152";"Sori Brewing";"2021-07-01 16:31:57 +0200";"Tallinn";"Estonia";"Harjumaa";"Micro Brewery";"2019-01-07 12:02:08 +0100";"http://www.facebook.com/soribrewing";"soribrewing";"59.422";"24.8117";"";"soribrewing";"https://www.soribrewing.com/";"";""
"155";"Kleine Beer Brouwerij";"2021-07-01 16:31:57 +0200";"Lemmer";"Netherlands";"Fryslân";"Micro Brewery";"2019-01-07 12:02:09 +0100";"http://facebook.com/kleinebeerbrouwerij";"";"52.851";"5.71228";"";"kleinebeerbrouw";"http://www.kleinebeerbrouwerij.nl";"";""
"158";"Goose Island Beer Co.";"2021-07-01 16:31:57 +0200";"Chicago";"United States";"IL";"Macro Brewery";"2019-01-07 12:02:09 +0100";"https://m.facebook.com/Goose-Island-157863547303/";"gooseisland";"41.8871";"-87.6721";"";"GooseIsland";"http://www.gooseisland.com/";"";""
"161";"The Bruery";"2021-07-01 16:31:58 +0200";"Placentia";"United States";"CA";"Micro Brewery";"2019-01-07 12:02:12 +0100";"https://www.facebook.com/TheBruery";"thebruery";"33.8614";"-117.88";"";"thebruery";"http://www.thebruery.com/";"";""
"164";"De Witte Leeuw";"2021-07-01 16:31:58 +0200";"Wezep";"Netherlands";"Gelderland";"Micro Brewery";"2019-01-07 12:02:13 +0100";"";"";"52.4686";"6.00274";"";"";"www.brouwerijdewitteleeuw.nl";"";""
"167";"MONYO Brewing Co.";"2021-07-01 16:31:58 +0200";"Budapest";"Hungary";"Közép-Magyarország";"Micro Brewery";"2019-01-07 12:02:14 +0100";"https://www.facebook.com/MonyoBrewingCo";"monyobrewing/";"47.4842";"19.1565";"";"";"https://www.monyobrewing.com";"";""
"170";"JW Lees and Co";"2021-07-01 16:31:58 +0200";"Middleton";"England";"Greater Manchester";"Micro Brewery";"2019-01-07 12:02:14 +0100";"http://www.facebook.com/JWLeesBrewery";"jwleesbrewery";"53.5412";"-2.17337";"";"jwleesbrewery";"http://www.jwlees.co.uk/";"";""
"173";"Het Uiltje";"2021-07-01 16:31:59 +0200";"Haarlem";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-01-07 12:02:15 +0100";"http://www.facebook.com/hetuiltje";"uiltjecraftbeer";"52.3974";"4.66465";"";"hetuiltje";"http://www.uiltjecraftbeer.com";"";""
"176";"Brasserie de la Senne";"2021-07-01 16:31:59 +0200";"Brussels";"Belgium";"Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest";"Micro Brewery";"2019-01-07 12:02:15 +0100";"https://www.facebook.com/pages/Brasserie-de-la-Senne/111567682217219";"brasseriedelasenne";"50.8678";"4.34943";"";"BrasserieSenne";"http://www.brasseriedelasenne.be";"";""
"179";"Brouwerij Breugem";"2021-07-01 16:32:00 +0200";"Zaandijk";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-01-07 12:02:16 +0100";"https://www.facebook.com/breugembier";"brouwerijbreugem";"52.4761";"4.8111";"";"BrouwerijB";"https://www.brouwerijbreugem.nl/";"";""
"182";"Oppigårds Bryggeri";"2021-07-01 16:32:00 +0200";"Hedemora";"Sweden";"Dalarnas län";"Micro Brewery";"2019-01-07 12:02:16 +0100";"https://www.facebook.com/Oppigards?ref=ts";"oppigardsbryggeri";"60.2564";"15.8842";"";"";"http://www.oppigards.com/";"";""
"185";"Brasserie Cantillon";"2021-07-01 16:32:00 +0200";"Brussels";"Belgium";"Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest";"Micro Brewery";"2019-01-07 12:02:17 +0100";"http://www.facebook.com/pages/Brasserie-Cantillon/110627652322553";"brasseriecantillonofficiel";"50.8416";"4.33562";"";"";"http://www.cantillon.be/";"";""
"188";"Poch's Cervesa Artesana";"2021-07-01 16:32:01 +0200";"Castellfollit de la Roca";"Spain";"Catalunya";"Micro Brewery";"2019-01-07 12:02:17 +0100";"https://www.facebook.com/Pochs-Cervesa-Artesana-484607124931031/?fref=ts";"";"42.2197";"2.54889";"";"PochsInfo";"http://www.cervesapochs.com";"";""
"191";"Brouwerij Slaapmutske";"2021-07-01 16:32:02 +0200";"Melle";"Belgium";"Vlaanderen";"Micro Brewery";"2019-01-07 12:02:17 +0100";"https://www.facebook.com/Slaapmutske";"brewery_slaapmutske_belgium";"51.0242";"3.78188";"";"Slaapmutske";"http://www.slaapmutske.be";"";""
"194";"Tommie Sjef Wild Ales";"2021-07-01 16:32:02 +0200";"Den Helder";"Netherlands";"Noord-Holland";"Nano Brewery";"2019-01-07 12:02:17 +0100";"https://www.facebook.com/tswildales/";"tommiesjef";"52.9563";"4.7608";"";"";"http://www.tswildales.com";"";""
"197";"Brouwerij De Prael";"2021-07-01 16:32:03 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-01-07 12:02:18 +0100";"http://www.facebook.com/DePrael/";"brouwerijdeprael";"52.3753";"4.89972";"";"deprael";"http://www.deprael.nl";"";""
"200";"Burg Bier Brouwerij";"2021-07-01 16:32:04 +0200";"Ermelo";"Netherlands";"Gelderland";"Micro Brewery";"2019-01-07 12:02:18 +0100";"http://www.facebook.com/burgbieren";"";"52.2969";"5.63113";"";"BurgBierermelo";"http://www.burgbieren.nl";"";""
"203";"First Chop Brewing Arm";"2021-07-01 16:32:05 +0200";"Salford";"England";"Greater Manchester";"Micro Brewery";"2019-01-07 12:02:19 +0100";"https://www.facebook.com/firstchopbrewingarm";"";"53.4822";"-2.2576";"";"FirstChopAle";"http://www.firstchopbrewingarm.com";"";""
"206";"Boxing Cat Brewery";"2021-07-01 16:32:06 +0200";"Shanghai";"China / People's Republic of China";"上海市";"Micro Brewery";"2019-01-07 12:02:20 +0100";"http://www.facebook.com/pages/Boxing-Cat-Brewery-Shanghai/14389660661";"boxingcatbrewery";"31.2153";"121.469";"";"boxingcatbeer";"http://www.boxingcatbrewery.com";"";""
"209";"Bell's Brewery";"2021-07-01 16:32:07 +0200";"Comstock";"United States";"MI";"Regional Brewery";"2019-01-07 12:02:20 +0100";"https://www.facebook.com/bellsbeer/";"bellsbrewery";"42.2843";"-85.4538";"";"BellsBrewery";"http://www.bellsbeer.com/";"";""
"212";"North Brewing Co.";"2021-07-01 16:32:07 +0200";"Leeds";"England";"West Yorkshire";"Micro Brewery";"2019-01-07 12:02:21 +0100";"https://www.facebook.com/northbrewingleeds/";"northbrewco";"53.8056";"-1.5353";"";"northbrewco";"http://www.northbrewing.com";"";""
"215";"AF Brew";"2021-07-01 16:32:08 +0200";"Saint Petersburg";"Russia";"Санкт-Петербург";"Micro Brewery";"2019-01-07 12:02:21 +0100";"https://www.facebook.com/AF.CraftBeer";"afbrew";"59.9107";"30.266";"";"afbrew";"http://afbrew.net";"";""
"218";"Brussels Beer Project";"2021-07-01 16:32:09 +0200";"Brussels";"Belgium";"Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest";"Micro Brewery";"2019-01-07 12:02:22 +0100";"https://www.facebook.com/brusselsbeerproject";"BrusselsBeerProject";"50.8528";"4.34191";"";"BeerProject_Bxl";"http://www.beerproject.be";"";""
"221";"Cloudwater Brew Co.";"2021-07-01 16:32:10 +0200";"Manchester";"England";"Greater Manchester";"Micro Brewery";"2019-01-07 12:02:22 +0100";"https://www.facebook.com/cloudwaterbrew/";"cloudwaterbrew";"53.4779";"-2.22181";"";"cloudwaterbrew";"http://cloudwaterbrew.co";"";""
"224";"Brasserie Artésienne";"2021-07-01 16:32:11 +0200";"Haisnes";"France";"Pas-de-Calais";"Micro Brewery";"2019-01-07 12:02:22 +0100";"https://www.facebook.com/pages/Bière-St-Glinglin/165274490167440";"";"50.5097";"2.80033";"";"";"http://www.brasserie-artesienne.fr/";"";""
"227";"Gasthaus-Brauerei Braustelle";"2021-07-01 16:32:12 +0200";"Cologne";"Germany";"Nordrhein-Westfalen";"Micro Brewery";"2019-01-07 12:02:22 +0100";"https://www.facebook.com/Braustelle-109408049121682/";"";"50.9538";"6.91049";"";"";"http://www.braustelle.com";"";""
"230";"Ninkasi";"2021-07-01 16:32:12 +0200";"Lyon";"France";"Rhône";"Micro Brewery";"2019-01-07 12:02:22 +0100";"https://www.facebook.com/Ninkasifr/";"ninkasifr";"45.728";"4.83059";"";"NinkasiFR";"http://www.ninkasi.fr";"";""
"233";"La Débauche";"2021-07-01 16:32:13 +0200";"Angoulême";"France";"Nouvelle-Aquitaine";"Micro Brewery";"2019-01-07 12:02:23 +0100";"http://www.facebook.com/ladebauche16";"brasserie_la_debauche";"45.6599";"0.16088";"";"";"http://www.brasserie-ladebauche.com";"";""
"236";"Birra Peroni";"2021-07-01 16:32:13 +0200";"Roma";"Italy";"Lazio";"Macro Brewery";"2019-01-07 12:02:23 +0100";"https://www.facebook.com/birraperoni/";"birra_peroni";"41.9039";"12.5979";"";"Birra_Peroni";"https://peroni.it/";"";""
"239";"Evil Twin Brewing";"2021-07-01 16:32:14 +0200";"Brooklyn";"United States";"NY";"Micro Brewery";"2019-01-07 12:02:24 +0100";"http://www.facebook.com/EvilTwinBrewing";"eviltwinbrewing";"40.7089";"-73.9691";"";"";"http://www.eviltwin.dk";"";""
"242";"Birra Del Borgo";"2021-07-01 16:32:15 +0200";"Borgorose";"Italy";"Rieti";"Micro Brewery";"2019-01-07 12:02:25 +0100";"https://www.facebook.com/birradelborgo";"birradelborgo";"42.1639";"13.2706";"";"BirraDelBorgo";"http://www.birradelborgo.it";"";""
"245";"Baxbier";"2021-07-01 16:32:16 +0200";"Groningen";"Netherlands";"Groningen";"Micro Brewery";"2019-01-07 12:02:25 +0100";"http://www.facebook.com/baxbier";"www.instagram.com/baxbiergroningen";"53.2267";"6.53524";"";"baxbier";"http://www.baxbier.com";"";""
"248";"Tempest Brewing Co.";"2021-07-01 16:32:17 +0200";"Galashiels";"Scotland";"Scottish Borders";"Micro Brewery";"2019-01-07 12:02:25 +0100";"https://www.facebook.com/Tempestbrewco/";"TempestBrewingCo";"55.6027";"-2.75566";"";"TempestBrewCo";"http://www.tempestbrewco.com";"";""
"251";"Zagovor Brewery";"2021-07-01 16:32:19 +0200";"Moscow";"Russia";"Москва";"Micro Brewery";"2019-01-07 12:02:25 +0100";"http://www.facebook.com/zagovorbrewery";"zagovorbrewery";"55.7513";"37.6075";"";"";"http://zagovorbrewery.com";"";""
"254";"Zagovor Brewery";"2021-07-01 16:32:20 +0200";"";"";"";"";"2019-01-07 12:02:25 +0100";"";"";"";"";"";"";"";"";""
"257";"Novo Brazil Brewing";"2021-07-01 16:32:20 +0200";"Chula Vista";"United States";"CA";"Micro Brewery";"2019-01-07 12:02:26 +0100";"https://www.facebook.com/novobrazilbrewing";"novobrazil";"32.652";"-116.961";"";"";"http://www.novobrazilbrewing.com/";"";""
"260";"Brouwerij Tamesteut";"2021-07-01 16:32:21 +0200";"Hoorn";"Netherlands";"Noord-Holland";"Contract Brewery";"2019-01-07 12:02:26 +0100";"https://www.facebook.com/brouwerijtamesteut/?modal=admin_todo_tour";"brouwerijtamesteut";"52.6424";"5.06021";"";"";"";"";""
"263";"Cascade Brewing Company (USA)";"2021-07-01 16:32:21 +0200";"Portland";"United States";"OR";"Micro Brewery";"2019-01-07 12:02:26 +0100";"http://www.facebook.com/CascadeBrewing";"cascade.brewing";"45.4859";"-122.754";"";"cascadebrewing";"http://www.cascadebrewing.com/";"";""
"266";"Mokums Mout";"2021-07-01 16:32:22 +0200";"Amsterdam";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-01-07 12:02:26 +0100";"http://www.facebook.com/MokumsMout";"mokumsmout";"52.3702";"4.89517";"";"MokumsMout";"http://www.mokumsmout.nl";"";""
"269";"FrauGruber Brewing";"2021-07-01 16:32:22 +0200";"Augsburg";"Germany";"Bayern";"Micro Brewery";"2019-01-07 12:02:27 +0100";"https://www.facebook.com/FrauGruber-Brewing-1760950587476774/?fref=ts";"fraugruber_brewing";"48.3642";"10.916";"";"";"https://shop.liquidhops.de/brauereien/fraugruber-brewing";"";""
"272";"Birra Moretti";"2021-07-01 16:32:23 +0200";"Udine";"Italy";"Friuli Venezia Giulia";"Macro Brewery";"2019-01-07 12:02:27 +0100";"https://www.facebook.com/birramoretti/?ref=br_rs";"";"46.0601";"13.2276";"";"Baffo_Moretti";"http://www.birramoretti.com/";"";""
"275";"Basquery";"2021-07-01 16:32:23 +0200";"Bilbao";"Spain";"Euskadi";"Brew Pub";"2019-01-07 12:02:28 +0100";"https://www.facebook.com/basquery/";"basquerybilbao";"43.263";"-2.92645";"";"";"http://www.basquery.com";"";""
