"id";"name";"updatedAt";"city";"countryName";"state";"type";"createdAt";"facebook";"instagram";"lat";"lng";"logo";"twitter";"url";"description";"photo"
"5931";"Brauerei Ried";"2021-07-01 16:35:07 +0200";"Ried im Innkreis";"Austria";"Oberösterreich";"Micro Brewery";"2019-01-10 07:01:35 +0100";"https://www.facebook.com/RiederBier";"";"48.2125";"13.4886";"";"";"http://www.rieder-bier.at";"";""
"5934";"Joshua Tetley & Son";"2021-07-01 16:35:07 +0200";"Leeds";"England";"West Yorkshire";"Macro Brewery";"2019-01-10 07:01:35 +0100";"";"";"53.8008";"-1.54908";"";"";"";"";""
"5937";"Kauzen-Bräu";"2021-07-01 16:35:07 +0200";"Ochsenfurt";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:01:35 +0100";"https://www.facebook.com/kauzenbraeu/";"";"49.6597";"10.0712";"";"";"http://www.kauzen.de";"";""
"5940";"Joseph Holt";"2021-07-01 16:35:07 +0200";"Manchester";"England";"Greater Manchester";"Regional Brewery";"2019-01-10 07:01:36 +0100";"https://www.facebook.com/josephholtbrewery";"josephholt";"53.4935";"-2.24333";"";"JosephHolt1849";"https://www.joseph-holt.com";"";""
"5943";"Brauerei Westheim";"2021-07-01 16:35:07 +0200";"Westheim";"Germany";"";"Micro Brewery";"2019-01-10 07:01:37 +0100";"";"";"51.4934";"8.90396";"";"";"http://www.westheimer.de";"";""
"5946";"ABK (Aktienbrauerei Kaufbeuren)";"2021-07-01 16:35:07 +0200";"Kaufbeuren";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:01:38 +0100";"http://abk-since1308";"abkbeer";"47.8781";"10.6161";"";"ABKbeer";"http://www.abkbeer.com/";"";""
"5949";"Alpirsbacher Klosterbräu";"2021-07-01 16:35:07 +0200";"Alpirsbach";"Germany";"Baden-Württemberg";"Micro Brewery";"2019-01-10 07:01:39 +0100";"http://www.facebook.com/alpirsbacherbier";"";"48.3457";"8.40305";"";"";"http://www.alpirsbacher.de";"";""
"5952";"Myanmar Brewery Limited";"2021-07-01 16:35:07 +0200";"Mingaladon Township";"Myanmar (Burma)";"Myanmar";"Micro Brewery";"2019-01-10 07:01:40 +0100";"";"";"16.9072";"96.1333";"";"";"http://myanmarbeer.com";"";""
"5955";"Schlossbrauerei Herrngiersdorf";"2021-07-01 16:35:07 +0200";"Herrngiersdorf";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:01:40 +0100";"";"";"48.7908";"12.068";"";"";"http://www.schlossbrauerei-herrngiersdorf.de";"";""
"5958";"Privatbrauerei Ernst Barre";"2021-07-01 16:35:07 +0200";"Lübbecke";"Germany";"";"Micro Brewery";"2019-01-10 07:01:45 +0100";"https://www.facebook.com/PrivatbrauereiBarre";"";"52.2958";"8.61827";"";"";"http://www.barre.de";"";""
"5961";"Brouwerij Lambrecht - Van Hamme";"2021-07-01 16:35:07 +0200";"Oostkamp";"Belgium";"Vlaanderen";"Micro Brewery";"2019-01-10 07:01:45 +0100";"https://www.facebook.com/hoppelaar/";"";"51.1616";"3.26362";"";"";"";"";""
"5964";"Madewest Brewing Company";"2021-07-01 16:35:07 +0200";"Ventura";"United States";"CA";"Micro Brewery";"2019-01-10 07:01:46 +0100";"https://www.facebook.com/madewestbeer";"";"34.2559";"-119.237";"";"MadeWestBeer";"http://www.madewest.com/";"";""
"5967";"Vrijstaat Vanmol Brewing";"2021-07-01 16:35:07 +0200";"";"Belgium";"";"Micro Brewery";"2019-01-10 07:01:48 +0100";"https://www.facebook.com/VrijstaatVanmol/";"vrijstaatvanmol";"0";"0";"";"";"http://www.vrijstaat.be";"";""
"5970";"Löwenbrauerei Passau";"2021-07-01 16:35:07 +0200";"Passau";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:01:48 +0100";"https://www.facebook.com/Loewenbrauerei/";"";"48.5708";"13.454";"";"";"https://www.loewenbrauerei.de";"";""
"5973";"Institution Ale Company";"2021-07-01 16:35:07 +0200";"Camarillo";"United States";"CA";"Micro Brewery";"2019-01-10 07:01:49 +0100";"https://www.facebook.com/InstitutionAles";"InstitutionAles";"34.2168";"-119.019";"";"InstitutionAles";"http://www.institutionales.com";"";""
"5976";"Bucher Bräu";"2021-07-01 16:35:07 +0200";"Grafenau";"Germany";"";"Micro Brewery";"2019-01-10 07:01:50 +0100";"https://www.facebook.com/Bucher-Bräu-171626769624165/";"";"48.8544";"13.3929";"";"";"http://www.bucher-braeu.de";"";""
"5979";"Herrnbräu";"2021-07-01 16:35:07 +0200";"Ingolstadt";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:01:50 +0100";"http://www.facebook.com/Herrnbraeu";"";"48.7484";"11.4654";"";"";"http://www.herrnbraeu.de/de/home.html";"";""
"5982";"Enegren Brewing Company";"2021-07-01 16:35:07 +0200";"Moorpark";"United States";"CA";"Micro Brewery";"2019-01-10 07:01:51 +0100";"https://www.facebook.com/enegrenbrewing";"@enegrenbrewing";"34.2831";"-118.871";"";"EnegrenBrewing";"http://www.enegrenbrewing.com";"";""
"5985";"Privatbrauerei Schweiger";"2021-07-01 16:35:07 +0200";"Markt Schwaben";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:01:52 +0100";"http://www.facebook.com/privatbrauerei.schweiger";"";"48.1875";"11.8695";"";"";"http://www.schweiger-bier.de";"";""
"5988";"Privat-Brauerei Schmucker";"2021-07-01 16:35:07 +0200";"Mossautal";"Germany";"Hessen";"Micro Brewery";"2019-01-10 07:01:55 +0100";"https://www.facebook.com/Brauerei.Schmucker";"brauerei.schmucker";"49.6736";"8.92455";"";"schmuckerbier";"http://www.schmucker-bier.de";"";""
"5991";"Kirner Privatbrauerei Ph. und C. Andres";"2021-07-01 16:35:07 +0200";"Kirn";"Germany";"";"Micro Brewery";"2019-01-10 07:01:57 +0100";"";"";"49.7888";"7.45738";"";"";"http://www.kirner-bier.de";"";""
"5994";"Block Three Brewing Co.";"2021-07-01 16:35:07 +0200";"St. Jacobs";"Canada";"ON";"Micro Brewery";"2019-01-10 07:02:05 +0100";"https://www.facebook.com/pages/Block-Three-Brewing/520354098003432";"blockthree";"43.5402";"-80.5532";"";"BlockThree";"http://www.blockthreebrewing.com/";"";""
"5997";"Koblenzer Brauerei";"2021-07-01 16:35:07 +0200";"Koblenz";"Germany";"";"Micro Brewery";"2019-01-10 07:02:53 +0100";"https://www.facebook.com/KoblenzerBrauerei/";"koblenzer.brauerei/";"50.3216";"7.5863";"";"";"http://www.koblenzer.de/";"";""
"6000";"De Houten Valk";"2021-07-01 16:35:07 +0200";"";"Belgium";"";"Home Brewery";"2019-01-10 07:03:55 +0100";"";"";"0";"0";"";"";"";"";""
"6003";"Grand Cafe D'n Ingel";"2021-07-01 16:35:07 +0200";"Maastricht";"Netherlands";"Limburg";"Brew Pub";"2019-01-10 07:04:06 +0100";"";"";"50.8489";"5.68937";"";"";"";"";""
"6006";"Hart4Bier";"2021-07-01 16:35:07 +0200";"Roosendaal";"Netherlands";"Noord-Brabant";"Nano Brewery";"2019-01-10 07:04:16 +0100";"https://www.facebook.com/hart4bier";"Hart4Bier";"51.5457";"4.47676";"";"Hart4Bier";"https://www.hart4bier.nl";"";""
"6009";"Jaira";"2021-07-01 16:35:07 +0200";"Agüimes";"Spain";"Canarias";"Micro Brewery";"2019-01-10 07:04:17 +0100";"https://www.facebook.com/Jairacerveza/";"";"27.8763";"-15.4207";"";"";"http://jaira.beer";"";""
"6012";"SUPERFREUNDE";"2021-07-01 16:35:07 +0200";"Hamburg";"Germany";"";"Micro Brewery";"2019-01-10 07:04:20 +0100";"http://www.facebook.com/superfreundecraftbeer/";"superfreunde_official";"53.5594";"9.95913";"";"";"http://www.superfreunde.beer";"";""
"6015";"Cervecería Isla Verde";"2021-07-01 16:35:08 +0200";"Tijarafe";"Spain";"Canarias";"Micro Brewery";"2019-01-10 07:04:20 +0100";"https://www.facebook.com/pages/Cerveza-Isla-Verde/143416389093409";"";"28.701";"-17.9514";"";"danzadeldiablo";"http://www.cervezaislaverde.com/";"";""
"6018";"Brasserie Akerbeltz";"2021-07-01 16:35:08 +0200";"Ascain";"France";"Nouvelle-Aquitaine";"Micro Brewery";"2019-01-10 07:04:22 +0100";"";"";"43.3572";"-1.63023";"";"";"http://www.akerbeltz.fr";"";""
"6021";"AAA-Brouwerij";"2021-07-01 16:35:08 +0200";"";"Netherlands";"";"Nano Brewery";"2019-01-10 07:04:28 +0100";"";"";"0";"0";"";"";"";"";""
"6024";"De Schenkkan";"2021-07-01 16:35:08 +0200";"Etten-Leur";"Netherlands";"Noord-Brabant";"Nano Brewery";"2019-01-10 07:04:30 +0100";"";"";"51.5866";"4.65708";"";"";"";"";""
"6027";"Brasserie Sainte Cru";"2021-07-01 16:35:08 +0200";"Colmar";"France";"Grand-Est";"Micro Brewery";"2019-01-10 07:04:33 +0100";"https://www.facebook.com/pages/Sainte-Cru/436812259688710";"";"48.1119";"7.3776";"";"";"http://sainte-cru.com";"";""
"6030";"Uthoka Sommelier & Brouwerij - Vughtsbier";"2021-07-01 16:35:08 +0200";"Berlicum";"Netherlands";"Noord-Brabant";"Micro Brewery";"2019-01-10 07:04:35 +0100";"https://www.facebook.com/uthoka/";"uthoka";"51.6871";"5.38871";"";"";"http://www.uthoka.com";"";""
"6033";"Blue Point Brewing Company";"2021-07-01 16:35:08 +0200";"Patchogue";"United States";"NY";"Macro Brewery";"2019-01-10 07:04:36 +0100";"https://www.facebook.com/BluePointBrewing/";"bluepointbrewing";"40.7591";"-73.0215";"";"BluePointBrewer";"http://www.bluepointbrewing.com/";"";""
"6036";"Brouwerij de Die Alkmaar";"2021-07-01 16:35:08 +0200";"Alkmaar";"Netherlands";"Noord-Holland";"Contract Brewery";"2019-01-10 07:04:37 +0100";"https://m.facebook.com/brouwerijdedie";"brouwerijdedie";"52.6262";"4.75279";"";"BrouwerijdeDie";"http://brouwerijdedie.nl";"";""
"6039";"Ferme-Brasserie La Chapelle (Northmæn)";"2021-07-01 16:35:08 +0200";"La Chapelle Saint-Ouen";"France";"Seine-Maritime";"Micro Brewery";"2019-01-10 07:04:43 +0100";"";"";"49.5105";"1.39019";"";"";"http://www.northmaen.com";"";""
"6042";"Klosterbräu Bamberg";"2021-07-01 16:35:08 +0200";"Bamberg";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:04:49 +0100";"";"";"49.8891";"10.887";"";"";"http://www.klosterbraeu.de";"";""
"6045";"Brauerei Rittmayer Hallerndorf";"2021-07-01 16:35:08 +0200";"Hallerndorf";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:04:52 +0100";"https://www.facebook.com/Brauerei.Rittmayer";"";"49.7597";"10.9828";"";"";"http://www.rittmayer.de";"";""
"6048";"Kapitein Rooijbosch";"2021-07-01 16:35:08 +0200";"";"Netherlands";"";"Brew Pub";"2019-01-10 07:05:01 +0100";"https://www.facebook.com/kapiteinRooijbosch";"";"0";"0";"";"";"";"";""
"6051";"Brau-Manufactur Allgäu / Post-Brauerei Nesselwang";"2021-07-01 16:35:08 +0200";"Nesselwang";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:05:22 +0100";"";"";"47.6218";"10.4993";"";"";"http://www.brau-manufactur-allgaeu.de";"";""
"6054";"Klosterbrauerei Machern";"2021-07-01 16:35:08 +0200";"Bernkastel-Kues";"Germany";"Rheinland-Pfalz";"Micro Brewery";"2019-01-10 07:27:41 +0100";"https://www.facebook.com/BrauhausKlosterMachern";"";"49.9549";"7.00116";"";"";"http://www.klosterbrauerei-machern.de";"";""
"6057";"Topicus";"2021-07-01 16:35:08 +0200";"Deventer";"Netherlands";"Overijssel";"Bar / Restaurant / Store";"2019-01-10 07:27:45 +0100";"";"";"52.2556";"6.16009";"";"";"http://www.topicus.nl/home/werken/topicus-gifkikker/";"";""
"6060";"Puur Zaans";"2021-07-01 16:35:08 +0200";"Zaandam";"Netherlands";"Noord-Holland";"Bar / Restaurant / Store";"2019-01-10 07:27:55 +0100";"";"";"52.4525";"4.80916";"";"";"";"";""
"6063";"Grand Teton Brewing";"2021-07-01 16:35:08 +0200";"Victor";"United States";"ID";"Micro Brewery";"2019-01-10 07:27:57 +0100";"http://www.facebook.com/grandtetonbrewingcompany";"grandtetonbrewing";"43.5928";"-111.102";"";"grandtetonbrew";"http://grandtetonbrewing.com/";"";""
"6066";"Jacobsen";"2021-07-01 16:35:08 +0200";"Copenhagen";"Denmark";"Region Hovedstaden";"Micro Brewery";"2019-01-10 07:27:59 +0100";"https://www.facebook.com/jacobsenbryg";"jacobsenbryg";"55.6647";"12.5298";"";"";"http://www.jacobsenbryg.dk";"";""
"6069";"Bryghuset Møn ";"2021-07-01 16:35:08 +0200";"Stege";"Denmark";"";"Micro Brewery";"2019-01-10 07:28:01 +0100";"https://www.facebook.com/BrughusetMoen";"";"54.9828";"12.2851";"";"";"http://www.bryghusetmoen.dk/";"";""
"6072";"Blonde Kraai";"2021-07-01 16:35:08 +0200";"";"Netherlands";"";"Home Brewery";"2019-01-10 07:28:04 +0100";"";"";"0";"0";"";"";"";"";""
"6075";"Bujska Pivovara";"2021-07-01 16:35:08 +0200";"Buje";"Croatia";"Istarska";"Micro Brewery";"2019-01-10 07:55:50 +0100";"https://facebook.com/SAN-Servolo-464317173663328/";"";"45.4232";"13.6762";"";"";"https://sanservolo.beer/";"";""
"6078";"Air Craft";"2021-07-01 16:35:08 +0200";"";"Croatia";"";"Micro Brewery";"2019-01-10 07:55:53 +0100";"https://www.facebook.com/aircraftbrewery/";"";"0";"0";"";"";"http://www.aircraftbrewery.com/";"";""
"6081";"Pivovara Medvedgrad";"2021-07-01 16:35:08 +0200";"Zagreb";"Croatia";"City of Zagreb";"Micro Brewery";"2019-01-10 07:55:53 +0100";"https://www.facebook.com/pivovaramedvedgrad";"pivovaramedvedgrad";"45.8142";"15.8465";"";"pivovara";"http://www.pivovara-medvedgrad.hr/";"";""
"6084";"Pivovara Ličanka";"2021-07-01 16:35:08 +0200";"Donje Pazarište";"Croatia";"Ličko-Senjska";"Nano Brewery";"2019-01-10 07:55:56 +0100";"https://www.facebook.com/velebitsko/timeline";"";"44.6435";"15.19";"";"";"http://www.pivovara-licanka.hr/";"";""
"6087";"Browar Gościszewo";"2021-07-01 16:35:08 +0200";"Gościszewo, gmina Sztum";"Poland";"Pomorskie";"Micro Brewery";"2019-01-10 07:55:57 +0100";"http://www.facebook.com/gosciszewo";"gosciszewo";"53.9872";"19.0009";"";"";"http://www.gosciszewo.pl/";"";""
"6090";"Carlsberg Croatia";"2021-07-01 16:35:08 +0200";"Koprivnica";"Croatia";"Koprivničko-Križevačka";"Macro Brewery";"2019-01-10 07:55:58 +0100";"";"";"46.1878";"16.8412";"";"";"https://carlsbergcroatia.hr/";"";""
"6093";"White Rock Brewing Company";"2021-07-01 16:35:08 +0200";"";"United States";"";"Home Brewery";"2019-01-10 07:56:04 +0100";"";"";"0";"0";"";"";"";"";""
"6096";"Birra del Bracco";"2021-07-01 16:35:08 +0200";"16030 Moneglia";"Italy";"GE";"Nano Brewery";"2019-01-10 07:56:07 +0100";"";"";"44.2391";"9.48862";"";"";"www.birradelbracco.com";"";""
"6099";"Brasserie Artisanale Meduz";"2021-07-01 16:35:08 +0200";"F30700 Uzes ";"France";"";"Micro Brewery";"2019-01-10 07:56:09 +0100";"http://www.facebook.com/pages/Meduz/289386337835746";"";"0";"0";"";"meduz30";"http://www.meduz.fr";"";""
"6102";"Brasserie de la Lesse";"2021-07-01 16:35:09 +0200";"5580 Éprave";"Belgium";"";"Micro Brewery";"2019-01-10 07:56:10 +0100";"https://www.facebook.com/BrasserieDeLaLesse";"";"50.1431";"5.15811";"";"";"http://www.brasseriedelalesse.be";"";""
"6105";"L’Échasse – Brasserie Artisanale de Namur";"2021-07-01 16:35:09 +0200";"Namur";"Belgium";"Wallonie";"Micro Brewery";"2019-01-10 07:56:11 +0100";"https://www.facebook.com/BrasserieArtisanaledeNamur";"lahouppebrasserie";"50.4674";"4.87199";"";"";"https://www.houppe.be";"";""
"6108";"Tartaruga Fine Brewing";"2021-07-01 16:35:09 +0200";"";"Belgium";"";"Nano Brewery";"2019-01-10 07:56:13 +0100";"https://www.facebook.com/birratartaruga";"";"0";"0";"";"";"http://www.birra-tartaruga.com";"";""
"6111";"Besos Cerveza";"2021-07-01 16:35:09 +0200";"";"Belgium";"";"Micro Brewery";"2019-01-10 07:56:17 +0100";"https://www.facebook.com/BesosCerveza";"";"0";"0";"";"";"https://www.besoscerveza.be/";"";""
"6114";"Truman's Brewery";"2021-07-01 16:35:09 +0200";"London";"England";"Greater London";"Micro Brewery";"2019-01-10 07:56:18 +0100";"https://www.facebook.com/trumansbeer";"";"51.5388";"-0.0234125";"";"TRUMANSBEER";"http://www.trumansbeer.co.uk/";"";""
"6117";"Brasserie Galibier";"2021-07-01 16:35:09 +0200";"Valloire";"France";"Savoie";"Micro Brewery";"2019-01-10 07:56:18 +0100";"https://www.facebook.com/brasserie.galibier";"galibier.beer";"45.1663";"6.42658";"";"bieregalibier";"http://www.biere-galibier.com";"";""
"6120";"Brouwerij Heyloo";"2021-07-01 16:35:09 +0200";"Heiloo";"Netherlands";"Noord-Holland";"Nano Brewery";"2019-01-10 07:56:21 +0100";"http://www.facebook.com/Heyloobier?fref=ts";"";"52.605";"4.71696";"";"";"http://www.heyloobier.nl";"";""
"6123";"Birrificio BQ";"2021-07-01 16:35:09 +0200";"Delebio";"Italy";"Lombardia";"Micro Brewery";"2019-01-10 07:56:26 +0100";"";"";"46.1378";"9.4413";"";"";"";"";""
"6126";"Browar Rebelia";"2021-07-01 16:35:09 +0200";"57-200 Zabkowice Slaskie";"Poland";"";"Micro Brewery";"2019-01-10 07:56:27 +0100";"https://www.facebook.com/Browar-Rebelia-Ząbkowice-Śląskie-1433557320216625";"";"50.6018";"16.813";"";"";"http://browarrebelia.pl/";"";""
"6129";"Oak & Dagger";"2021-07-01 16:35:09 +0200";"Raleigh";"United States";"NC";"Contract Brewery";"2019-01-10 07:56:28 +0100";"https://www.facebook.com/oakanddagger/";"OakandDaggerPublicHouse";"35.7893";"-78.6394";"";"OakandDagger";"http://oakanddagger.beer";"";""
"6132";"Falkon";"2021-07-01 16:35:09 +0200";"Prague";"Czech Republic";"Praha";"Contract Brewery";"2019-01-10 07:56:30 +0100";"https://www.facebook.com/PivoFalkon";"pivofalkoncz";"50.0763";"14.4308";"";"";"http://pivofalkon.cz/";"";""
"6135";"Brouwerij Antonius";"2021-07-01 16:35:09 +0200";"Alverna";"Netherlands";"Gelderland";"Micro Brewery";"2019-01-10 07:56:31 +0100";"https://www.facebook.com/Brouwerij-Antonius-378908075629736/";"";"51.799";"5.79105";"";"";"";"";""
"6138";"Sibeeria";"2021-07-01 16:35:09 +0200";"Prague";"Czech Republic";"Praha";"Micro Brewery";"2019-01-10 07:56:31 +0100";"https://www.facebook.com/sibeeria.cz";"sibeeria.brewery";"50.1122";"14.5121";"";"";"http://sibeeria.cz";"";""
"6141";"Přátelský pivovar Malešov";"2021-07-01 16:35:09 +0200";"Malešov";"Czech Republic";"";"Micro Brewery";"2019-01-10 07:56:32 +0100";"https://www.facebook.com/pivovarmalesov";"";"49.911";"15.2243";"";"FriendlyBrewery";"http://www.pivovarmalesov.cz";"";""
"6144";"Dragonfly";"2021-07-01 16:35:09 +0200";"";"Czech Republic";"";"Contract Brewery";"2019-01-10 07:56:33 +0100";"https://www.facebook.com/dragonflybeer";"";"0";"0";"";"";"http://dragonflybeer.cz/";"";""
"6147";"Pivovar Matuška";"2021-07-01 16:35:09 +0200";"Broumy";"Czech Republic";"";"Micro Brewery";"2019-01-10 07:56:34 +0100";"https://www.facebook.com/pivovarmatuska";"";"49.955";"13.8515";"";"";"http://www.pivovarmatuska.cz/";"";""
"6150";"U Medvídků";"2021-07-01 16:35:09 +0200";"Prague";"Czech Republic";"Praha";"Brew Pub";"2019-01-10 07:56:34 +0100";"https://www.facebook.com/U-Medvidku-148788518477399/";"";"50.0828";"14.4187";"";"";"http://umedvidku.cz/";"";""
"6153";"Brouwerij Nuenhem";"2021-07-01 16:35:09 +0200";"Nuenen";"Netherlands";"Noord-Brabant";"Micro Brewery";"2019-01-10 07:56:35 +0100";"";"";"51.4657";"5.54366";"";"";"http://www.brouwerijnuenhem.nl/";"";""
"6156";"Pivovar U Supa";"2021-07-01 16:35:09 +0200";"Praha";"Czech Republic";"";"Brew Pub";"2019-01-10 07:56:37 +0100";"https://www.facebook.com/Hostinec-U-supa-1599330473689569/";"";"50.0872";"14.4244";"";"";"https://www.pivovarusupa.cz/";"";""
"6159";"Tapperij Het Veulen";"2021-07-01 16:35:09 +0200";"'s-Hertogenbosch";"Netherlands";"Noord-Brabant";"Contract Brewery";"2019-01-10 07:56:39 +0100";"https://www.facebook.com/hetveulen";"";"51.6898";"5.30018";"";"het_veulen";"http://www.hetveulen.nl";"";""
"6162";"Istarska Pivovara";"2021-07-01 16:35:09 +0200";"Grad Buzet";"Croatia";"Istarska";"Regional Brewery";"2019-01-10 07:56:42 +0100";"https://www.facebook.com/istarskopivo/";"";"45.4063";"13.9799";"";"";"http://istarska-pivovara.hr/";"";""
"6165";"Táborská moštárna";"2021-07-01 16:35:09 +0200";"Tábor";"Czech Republic";"Jihozápad";"Cidery";"2019-01-10 07:56:45 +0100";"https://www.facebook.com/Johannescyder/";"";"49.4132";"14.6632";"";"";"http://www.johannescyder.cz/";"";""
"6168";"Nova Runda";"2021-07-01 16:35:09 +0200";"Zagreb";"Croatia";"";"Micro Brewery";"2019-01-10 07:56:45 +0100";"https://www.facebook.com/NovaRunda";"novarundabrewery";"45.809";"15.9378";"";"NovaRunda";"http://www.novarunda.com";"";""
"6171";"Worthington's";"2021-07-01 16:35:09 +0200";"Burton-on-Trent";"England";"Staffordshire";"Macro Brewery";"2019-01-10 07:56:46 +0100";"";"";"52.8047";"-1.62685";"";"";"";"";""
"6174";"Lab Split";"2021-07-01 16:35:10 +0200";"Split";"Croatia";"Splitsko-Dalmatinska";"Micro Brewery";"2019-01-10 07:56:47 +0100";"https://www.facebook.com/LAB-Split-Craft-Brewery-BARBA-Pale-Ale-1517386338572618/";"";"43.5266";"16.4489";"";"";"http://www.lab-split.com";"";""
"6177";"Pivovar Trilobit";"2021-07-01 16:35:10 +0200";"Praha";"Czech Republic";"";"Micro Brewery";"2019-01-10 07:56:47 +0100";"https://www.facebook.com/Pivovar-Trilobit-553711124823713/";"pivovartrilobit";"50.1076";"14.4761";"";"";"http://www.pivovartrilobit.com/";"";""
"6180";"Pivovar Podlesí";"2021-07-01 16:35:10 +0200";"Příbram";"Czech Republic";"";"Brew Pub";"2019-01-10 07:56:49 +0100";"https://www.facebook.com/pivovarpodlesi";"";"49.6899";"13.9821";"";"";"http://www.pivovarpodlesi.cz/";"";""
"6183";"Rodinný pivovar Zichovec";"2021-07-01 16:35:10 +0200";"Zichovec";"Czech Republic";"Střední Čechy";"Micro Brewery";"2019-01-10 07:56:50 +0100";"https://www.facebook.com/pivovarzichovec";"pivozichovec";"50.2729";"13.9258";"";"";"http://www.pivovarzichovec.cz/";"";""
"6186";"Braukraft";"2021-07-01 16:35:10 +0200";"82205 Gilching";"Germany";"BY";"Nano Brewery";"2019-01-10 07:56:50 +0100";"https://www.facebook.com/Braukraft-626374587459872/";"";"48.1083";"11.3274";"";"";"http://braukraft.de/";"";""
"6189";"Pivovar Broumov";"2021-07-01 16:35:10 +0200";"Broumov";"Czech Republic";"";"Regional Brewery";"2019-01-10 07:56:52 +0100";"";"";"50.6037";"16.3351";"";"";"http://www.pivovarbroumov.cz/";"";""
"6192";"Brouwerij De Troch";"2021-07-01 16:35:10 +0200";"Wambeek";"Belgium";"Vlaanderen";"Micro Brewery";"2019-01-10 07:56:52 +0100";"https://www.facebook.com/pages/Brouwerij-De-Troch/452518848158819";"";"50.853";"4.16403";"";"";"http://www.detroch.be/";"";""
"6195";"Kontkorst";"2021-07-01 16:35:10 +0200";"";"Netherlands";"";"Home Brewery";"2019-01-10 07:56:53 +0100";"";"";"0";"0";"";"";"";"";""
"6198";"Unilever";"2021-07-01 16:35:10 +0200";"";"Bolivia";"";"Nano Brewery";"2019-01-10 07:56:55 +0100";"";"";"0";"0";"";"";"";"";""
"6201";"Bierschmiede";"2021-07-01 16:35:10 +0200";"Steinbach am Attersee";"Austria";"Oberösterreich";"Micro Brewery";"2019-01-10 07:56:55 +0100";"http://www.facebook.com/bierschmiede.at";"";"47.8391";"13.548";"";"";"http://www.bierschmiede.at/";"";""
"6204";"Radegast";"2021-07-01 16:35:10 +0200";"Nošovice";"Czech Republic";"";"Regional Brewery";"2019-01-10 07:56:56 +0100";"https://www.facebook.com/radegast.cz";"";"49.6607";"18.4263";"";"";"http://www.radegast.cz/";"";""
"6207";"Cambrinus";"2021-07-01 16:35:10 +0200";"Bruges";"Belgium";"Vlaanderen";"Bar / Restaurant / Store";"2019-01-10 07:56:56 +0100";"https://www.facebook.com/bierbrasseriecambrinus/";"";"51.2095";"3.22509";"";"";"http://www.cambrinus.eu/";"";""
"6210";"Theresianer";"2021-07-01 16:35:10 +0200";"Nervesa della Battaglia";"Italy";"Veneto";"Micro Brewery";"2019-01-10 07:56:58 +0100";"https://www.facebook.com/Theresianer";"";"45.8031";"12.2512";"";"theresianer";"http://www.theresianer.com";"";""
"6213";"Müllerbräu Neuötting";"2021-07-01 16:35:10 +0200";"Neuötting";"Germany";"";"Micro Brewery";"2019-01-10 07:56:58 +0100";"http://www.facebook.com/muellerbraeu.neuoetting";"";"48.24";"12.691";"";"muellerbraeu";"www.muellerbraeu.de";"";""
"6216";"Pivovar Kamenice nad Lipou";"2021-07-01 16:35:10 +0200";"Kamenice nad Lipou";"Czech Republic";"";"Micro Brewery";"2019-01-10 07:57:02 +0100";"https://www.facebook.com/PivovarKamenice/";"pivovar_kamenice";"49.3018";"15.0784";"";"";"http://www.pivovar-kamenice.cz/";"";""
"6219";"Tölzer Mühlfeldbräu TMB";"2021-07-01 16:35:10 +0200";"Bad Tölz";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:57:11 +0100";"https://www.facebook.com/toelzermuehlfeldbraeu";"tmb.de";"47.7616";"11.5668";"";"";"http://www.tmb.de";"";""
"6222";"Camba Bavaria";"2021-07-01 16:35:10 +0200";"Seeon-Seebruck";"Germany";"Bayern";"Micro Brewery";"2019-01-10 07:57:13 +0100";"http://www.facebook.com/camba.bavaria";"camba_beer";"47.9784";"12.4663";"";"camba_beer";"http://www.camba-bavaria.de/";"";""
"6225";"Brauwerk Wien";"2021-07-01 16:35:10 +0200";"Wien";"Austria";"";"Micro Brewery";"2019-01-10 07:57:16 +0100";"https://www.facebook.com/brauwerkwien";"";"48.2125";"16.3244";"";"";"http://www.brauwerk.wien";"";""
"6228";"Trumer Privatbrauerei";"2021-07-01 16:35:10 +0200";"Obertrum am See";"Austria";"Salzburg";"Micro Brewery";"2019-01-10 07:57:19 +0100";"https://www.facebook.com/Privatbrauerei";"trumerprivatbrauerei";"47.9375";"13.0783";"";"privatbrauerei";"http://www.trumer.at";"";""
"6231";"Rick's Bier";"2021-07-01 16:35:10 +0200";"Lochristi";"Belgium";"Vlaanderen";"Nano Brewery";"2019-01-10 07:57:23 +0100";"https://www.facebook.com/Ricksbier/";"";"51.0975";"3.83782";"";"";"";"";""
"6234";"Dark Revolution";"2021-07-01 16:35:10 +0200";"Salisbury";"England";"WIltshire";"Micro Brewery";"2019-01-10 07:59:13 +0100";"https://www.facebook.com/darkrevolutionbeer";"darkrevolutionbeer";"51.1003";"-1.78661";"";"darkrevbeer";"http://www.darkrevolution.co.uk";"";""
